,buying,maint,doors,persons,lug_boot,safety,class
1389,low,vhigh,5more,4,med,low,unacc
1390,low,vhigh,5more,4,med,med,acc
1391,low,vhigh,5more,4,med,high,acc
1392,low,vhigh,5more,4,big,low,unacc
1393,low,vhigh,5more,4,big,med,acc
1394,low,vhigh,5more,4,big,high,acc
1395,low,vhigh,5more,more,small,low,unacc
1396,low,vhigh,5more,more,small,med,unacc
1397,low,vhigh,5more,more,small,high,acc
1398,low,vhigh,5more,more,med,low,unacc
1399,low,vhigh,5more,more,med,med,acc
1400,low,vhigh,5more,more,med,high,acc
1401,low,vhigh,5more,more,big,low,unacc
1402,low,vhigh,5more,more,big,med,acc
1403,low,vhigh,5more,more,big,high,acc
1404,low,high,2,2,small,low,unacc
1405,low,high,2,2,small,med,unacc
1406,low,high,2,2,small,high,unacc
1407,low,high,2,2,med,low,unacc
1408,low,high,2,2,med,med,unacc
1409,low,high,2,2,med,high,unacc
1410,low,high,2,2,big,low,unacc
1411,low,high,2,2,big,med,unacc
1412,low,high,2,2,big,high,unacc
1413,low,high,2,4,small,low,unacc
1414,low,high,2,4,small,med,acc
1415,low,high,2,4,small,high,acc
1416,low,high,2,4,med,low,unacc
1417,low,high,2,4,med,med,acc
1418,low,high,2,4,med,high,acc
1419,low,high,2,4,big,low,unacc
1420,low,high,2,4,big,med,acc
1421,low,high,2,4,big,high,vgood
1422,low,high,2,more,small,low,unacc
1423,low,high,2,more,small,med,unacc
1424,low,high,2,more,small,high,unacc
1425,low,high,2,more,med,low,unacc
1426,low,high,2,more,med,med,acc
1427,low,high,2,more,med,high,acc
1428,low,high,2,more,big,low,unacc
1429,low,high,2,more,big,med,acc
1430,low,high,2,more,big,high,vgood
1431,low,high,3,2,small,low,unacc
1432,low,high,3,2,small,med,unacc
1433,low,high,3,2,small,high,unacc
1434,low,high,3,2,med,low,unacc
1435,low,high,3,2,med,med,unacc
1436,low,high,3,2,med,high,unacc
1437,low,high,3,2,big,low,unacc
1438,low,high,3,2,big,med,unacc
1439,low,high,3,2,big,high,unacc
1440,low,high,3,4,small,low,unacc
1441,low,high,3,4,small,med,acc
1442,low,high,3,4,small,high,acc
1443,low,high,3,4,med,low,unacc
1444,low,high,3,4,med,med,acc
1445,low,high,3,4,med,high,acc
1446,low,high,3,4,big,low,unacc
1447,low,high,3,4,big,med,acc
1448,low,high,3,4,big,high,vgood
1449,low,high,3,more,small,low,unacc
1450,low,high,3,more,small,med,acc
1451,low,high,3,more,small,high,acc
1452,low,high,3,more,med,low,unacc
1453,low,high,3,more,med,med,acc
1454,low,high,3,more,med,high,vgood
1455,low,high,3,more,big,low,unacc
1456,low,high,3,more,big,med,acc
1457,low,high,3,more,big,high,vgood
1458,low,high,4,2,small,low,unacc
1459,low,high,4,2,small,med,unacc
1460,low,high,4,2,small,high,unacc
1461,low,high,4,2,med,low,unacc
1462,low,high,4,2,med,med,unacc
1463,low,high,4,2,med,high,unacc
1464,low,high,4,2,big,low,unacc
1465,low,high,4,2,big,med,unacc
1466,low,high,4,2,big,high,unacc
1467,low,high,4,4,small,low,unacc
1468,low,high,4,4,small,med,acc
1469,low,high,4,4,small,high,acc
1470,low,high,4,4,med,low,unacc
1471,low,high,4,4,med,med,acc
1472,low,high,4,4,med,high,vgood
1473,low,high,4,4,big,low,unacc
1474,low,high,4,4,big,med,acc
1475,low,high,4,4,big,high,vgood
1476,low,high,4,more,small,low,unacc
1477,low,high,4,more,small,med,acc
1478,low,high,4,more,small,high,acc
1479,low,high,4,more,med,low,unacc
1480,low,high,4,more,med,med,acc
1481,low,high,4,more,med,high,vgood
1482,low,high,4,more,big,low,unacc
1483,low,high,4,more,big,med,acc
1484,low,high,4,more,big,high,vgood
1485,low,high,5more,2,small,low,unacc
1486,low,high,5more,2,small,med,unacc
1487,low,high,5more,2,small,high,unacc
1488,low,high,5more,2,med,low,unacc
1489,low,high,5more,2,med,med,unacc
1490,low,high,5more,2,med,high,unacc
1491,low,high,5more,2,big,low,unacc
1492,low,high,5more,2,big,med,unacc
1493,low,high,5more,2,big,high,unacc
1494,low,high,5more,4,small,low,unacc
1495,low,high,5more,4,small,med,acc
1496,low,high,5more,4,small,high,acc
1497,low,high,5more,4,med,low,unacc
1498,low,high,5more,4,med,med,acc
1499,low,high,5more,4,med,high,vgood
1500,low,high,5more,4,big,low,unacc
1501,low,high,5more,4,big,med,acc
1502,low,high,5more,4,big,high,vgood
1503,low,high,5more,more,small,low,unacc
1504,low,high,5more,more,small,med,acc
1505,low,high,5more,more,small,high,acc
1506,low,high,5more,more,med,low,unacc
1507,low,high,5more,more,med,med,acc
1508,low,high,5more,more,med,high,vgood
1509,low,high,5more,more,big,low,unacc
1510,low,high,5more,more,big,med,acc
1511,low,high,5more,more,big,high,vgood
1512,low,med,2,2,small,low,unacc
1513,low,med,2,2,small,med,unacc
1514,low,med,2,2,small,high,unacc
1515,low,med,2,2,med,low,unacc
1516,low,med,2,2,med,med,unacc
1517,low,med,2,2,med,high,unacc
1518,low,med,2,2,big,low,unacc
1519,low,med,2,2,big,med,unacc
1520,low,med,2,2,big,high,unacc
1521,low,med,2,4,small,low,unacc
1522,low,med,2,4,small,med,acc
1523,low,med,2,4,small,high,good
1524,low,med,2,4,med,low,unacc
1525,low,med,2,4,med,med,acc
1526,low,med,2,4,med,high,good
1527,low,med,2,4,big,low,unacc
1528,low,med,2,4,big,med,good
1529,low,med,2,4,big,high,vgood
1530,low,med,2,more,small,low,unacc
1531,low,med,2,more,small,med,unacc
1532,low,med,2,more,small,high,unacc
1533,low,med,2,more,med,low,unacc
1534,low,med,2,more,med,med,acc
1535,low,med,2,more,med,high,good
1536,low,med,2,more,big,low,unacc
1537,low,med,2,more,big,med,good
1538,low,med,2,more,big,high,vgood
1539,low,med,3,2,small,low,unacc
1540,low,med,3,2,small,med,unacc
1541,low,med,3,2,small,high,unacc
1542,low,med,3,2,med,low,unacc
1543,low,med,3,2,med,med,unacc
1544,low,med,3,2,med,high,unacc
1545,low,med,3,2,big,low,unacc
1546,low,med,3,2,big,med,unacc
1547,low,med,3,2,big,high,unacc
1548,low,med,3,4,small,low,unacc
1549,low,med,3,4,small,med,acc
1550,low,med,3,4,small,high,good
1551,low,med,3,4,med,low,unacc
1552,low,med,3,4,med,med,acc
1553,low,med,3,4,med,high,good
1554,low,med,3,4,big,low,unacc
1555,low,med,3,4,big,med,good
1556,low,med,3,4,big,high,vgood
1557,low,med,3,more,small,low,unacc
1558,low,med,3,more,small,med,acc
1559,low,med,3,more,small,high,good
1560,low,med,3,more,med,low,unacc
1561,low,med,3,more,med,med,good
1562,low,med,3,more,med,high,vgood
1563,low,med,3,more,big,low,unacc
1564,low,med,3,more,big,med,good
1565,low,med,3,more,big,high,vgood
1566,low,med,4,2,small,low,unacc
1567,low,med,4,2,small,med,unacc
1568,low,med,4,2,small,high,unacc
1569,low,med,4,2,med,low,unacc
1570,low,med,4,2,med,med,unacc
1571,low,med,4,2,med,high,unacc
1572,low,med,4,2,big,low,unacc
1573,low,med,4,2,big,med,unacc
1574,low,med,4,2,big,high,unacc
1575,low,med,4,4,small,low,unacc
1576,low,med,4,4,small,med,acc
1577,low,med,4,4,small,high,good
1578,low,med,4,4,med,low,unacc
1579,low,med,4,4,med,med,good
1580,low,med,4,4,med,high,vgood
1581,low,med,4,4,big,low,unacc
1582,low,med,4,4,big,med,good
1583,low,med,4,4,big,high,vgood
1584,low,med,4,more,small,low,unacc
1585,low,med,4,more,small,med,acc
1586,low,med,4,more,small,high,good
1587,low,med,4,more,med,low,unacc
1588,low,med,4,more,med,med,good
1589,low,med,4,more,med,high,vgood
1590,low,med,4,more,big,low,unacc
1591,low,med,4,more,big,med,good
1592,low,med,4,more,big,high,vgood
1593,low,med,5more,2,small,low,unacc
1594,low,med,5more,2,small,med,unacc
1595,low,med,5more,2,small,high,unacc
1596,low,med,5more,2,med,low,unacc
1597,low,med,5more,2,med,med,unacc
1598,low,med,5more,2,med,high,unacc
1599,low,med,5more,2,big,low,unacc
1600,low,med,5more,2,big,med,unacc
1601,low,med,5more,2,big,high,unacc
1602,low,med,5more,4,small,low,unacc
1603,low,med,5more,4,small,med,acc
1604,low,med,5more,4,small,high,good
1605,low,med,5more,4,med,low,unacc
1606,low,med,5more,4,med,med,good
1607,low,med,5more,4,med,high,vgood
1608,low,med,5more,4,big,low,unacc
1609,low,med,5more,4,big,med,good
1610,low,med,5more,4,big,high,vgood
1611,low,med,5more,more,small,low,unacc
1612,low,med,5more,more,small,med,acc
1613,low,med,5more,more,small,high,good
1614,low,med,5more,more,med,low,unacc
1615,low,med,5more,more,med,med,good
1616,low,med,5more,more,med,high,vgood
1617,low,med,5more,more,big,low,unacc
1618,low,med,5more,more,big,med,good
1619,low,med,5more,more,big,high,vgood
1620,low,low,2,2,small,low,unacc
1621,low,low,2,2,small,med,unacc
1622,low,low,2,2,small,high,unacc
1623,low,low,2,2,med,low,unacc
1624,low,low,2,2,med,med,unacc
1625,low,low,2,2,med,high,unacc
1626,low,low,2,2,big,low,unacc
1627,low,low,2,2,big,med,unacc
1628,low,low,2,2,big,high,unacc
1629,low,low,2,4,small,low,unacc
1630,low,low,2,4,small,med,acc
1631,low,low,2,4,small,high,good
1632,low,low,2,4,med,low,unacc
1633,low,low,2,4,med,med,acc
1634,low,low,2,4,med,high,good
1635,low,low,2,4,big,low,unacc
1636,low,low,2,4,big,med,good
1637,low,low,2,4,big,high,vgood
1638,low,low,2,more,small,low,unacc
1639,low,low,2,more,small,med,unacc
1640,low,low,2,more,small,high,unacc
1641,low,low,2,more,med,low,unacc
1642,low,low,2,more,med,med,acc
1643,low,low,2,more,med,high,good
1644,low,low,2,more,big,low,unacc
1645,low,low,2,more,big,med,good
1646,low,low,2,more,big,high,vgood
1647,low,low,3,2,small,low,unacc
1648,low,low,3,2,small,med,unacc
1649,low,low,3,2,small,high,unacc
1650,low,low,3,2,med,low,unacc
1651,low,low,3,2,med,med,unacc
1652,low,low,3,2,med,high,unacc
1653,low,low,3,2,big,low,unacc
1654,low,low,3,2,big,med,unacc
1655,low,low,3,2,big,high,unacc
1656,low,low,3,4,small,low,unacc
1657,low,low,3,4,small,med,acc
1658,low,low,3,4,small,high,good
1659,low,low,3,4,med,low,unacc
1660,low,low,3,4,med,med,acc
1661,low,low,3,4,med,high,good
1662,low,low,3,4,big,low,unacc
1663,low,low,3,4,big,med,good
1664,low,low,3,4,big,high,vgood
1665,low,low,3,more,small,low,unacc
1666,low,low,3,more,small,med,acc
1667,low,low,3,more,small,high,good
1668,low,low,3,more,med,low,unacc
1669,low,low,3,more,med,med,good
1670,low,low,3,more,med,high,vgood
1671,low,low,3,more,big,low,unacc
1672,low,low,3,more,big,med,good
1673,low,low,3,more,big,high,vgood
1674,low,low,4,2,small,low,unacc
1675,low,low,4,2,small,med,unacc
1676,low,low,4,2,small,high,unacc
1677,low,low,4,2,med,low,unacc
1678,low,low,4,2,med,med,unacc
1679,low,low,4,2,med,high,unacc
1680,low,low,4,2,big,low,unacc
1681,low,low,4,2,big,med,unacc
1682,low,low,4,2,big,high,unacc
1683,low,low,4,4,small,low,unacc
1684,low,low,4,4,small,med,acc
1685,low,low,4,4,small,high,good
1686,low,low,4,4,med,low,unacc
1687,low,low,4,4,med,med,good
1688,low,low,4,4,med,high,vgood
1689,low,low,4,4,big,low,unacc
1690,low,low,4,4,big,med,good
1691,low,low,4,4,big,high,vgood
1692,low,low,4,more,small,low,unacc
1693,low,low,4,more,small,med,acc
1694,low,low,4,more,small,high,good
1695,low,low,4,more,med,low,unacc
1696,low,low,4,more,med,med,good
1697,low,low,4,more,med,high,vgood
1698,low,low,4,more,big,low,unacc
1699,low,low,4,more,big,med,good
1700,low,low,4,more,big,high,vgood
1701,low,low,5more,2,small,low,unacc
1702,low,low,5more,2,small,med,unacc
1703,low,low,5more,2,small,high,unacc
1704,low,low,5more,2,med,low,unacc
1705,low,low,5more,2,med,med,unacc
1706,low,low,5more,2,med,high,unacc
1707,low,low,5more,2,big,low,unacc
1708,low,low,5more,2,big,med,unacc
1709,low,low,5more,2,big,high,unacc
1710,low,low,5more,4,small,low,unacc
1711,low,low,5more,4,small,med,acc
1712,low,low,5more,4,small,high,good
1713,low,low,5more,4,med,low,unacc
1714,low,low,5more,4,med,med,good
1715,low,low,5more,4,med,high,vgood
1716,low,low,5more,4,big,low,unacc
1717,low,low,5more,4,big,med,good
1718,low,low,5more,4,big,high,vgood
1719,low,low,5more,more,small,low,unacc
1720,low,low,5more,more,small,med,acc
1721,low,low,5more,more,small,high,good
1722,low,low,5more,more,med,low,unacc
1723,low,low,5more,more,med,med,good
1724,low,low,5more,more,med,high,vgood
1725,low,low,5more,more,big,low,unacc
1726,low,low,5more,more,big,med,good
1727,low,low,5more,more,big,high,vgood
